-120	53.8009903
-119.8910777	53.7799369
-119.9151649	53.7084663
-119.8062093	53.7000824
-119.745277	53.6384459
-119.7717059	53.5861354
-119.926958	53.6246816
-119.8951529	53.5362838
-119.7915799	53.4764155
-119.7281733	53.3892466
-119.6186839	53.3679141
-119.40463	53.3696143
-119.3521743	53.2754487
-119.2561902	53.1700168
-119.0482884	53.1132199
-118.9958882	53.2366968
-118.7393373	53.1105295
-118.7655968	53.0456503
-118.6568901	53.0170218
-118.6043948	52.8969354
-118.4655079	52.8818597
-118.4252552	52.7741516
-118.3101784	52.6493332
-118.3592855	52.6031178
-118.2139242	52.4854722
-118.2501467	52.4076275
-118.0724524	52.4123833
-118.0049271	52.4973738
-117.9051666	52.4166156
-117.7575607	52.4009415
-117.7636189	52.3303576
-117.8538463	52.2705747
-117.7977037	52.2078793
-117.7036323	52.2036697
-117.616228	52.1351991
-117.3698115	52.198042
-117.3107969	52.0647405
-117.1401278	51.9719134
-116.9748968	51.75068822
-116.8189604	51.7211827
-116.7193219	51.812329
-116.644949	51.7557643
-116.5692128	51.6543483
-116.4537694	51.5853987
-116.3895827	51.5029337
-116.3042422	51.3886539
-116.261206	51.3122842
-116.1372053	51.2559233
-116.023552	51.1929381
-116.0016513	51.1226893
-115.8890037	51.085179
-115.7457563	51.0285491
-115.6129141	50.965286
-115.6119052	50.8884481
-115.6720915	50.849695
-115.4994528	50.7865245
-115.3977857	50.7100704
-115.286692	50.6847813
-115.2963686	50.6207186
-115.2154008	50.5248375
-115.0949539	50.5762296
-114.9943892	50.5506525
-114.9141646	50.4481569
-114.8441469	50.3904474
-114.7548156	50.2301878
-114.745479	50.1084846
-114.6761592	50.0506716
-114.6866473	49.9674411
-114.7168106	49.9034722
-114.6480502	49.8136177
-114.6686756	49.6919864
-114.7184104	49.6280685
-114.7679542	49.5769384
-114.6893999	49.5383239
-114.6007706	49.5444571
-114.6118301	49.3907707
-114.5046674	49.3134975
-114.3982285	49.2040999
-114.2518954	49.1840282
-114.1749006	49.1138442
-114.0981247	49.0420053
-114.1279126	49
-110	49
-110	60
-120	60
-120	53.8009903
